id_umkm,nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan
28829539,UD. Karim Kinarya,Perdagangan,32.0,62.0,561662.0,48302892.0,Bukalapak,224.0,Belum Terdaftar,2019,47741230.0,282000000.0,224.0
28829540,UD. Amir Utamaindah,Perdagangan,53.0,10.0,5398045.0,28514069.0,Website Sendiri,438.0,Terdaftar,2018,23116024.0,189000000.0,438.0
28829541,UD. Lidya Bangun,Jasa,38.0,41.0,796613.0,28356280.0,Shopee,323.0,Terdaftar,2002,27559667.0,237000000.0,323.0
28829542,UD. Pandu Wijaksana,Kesehatan,24.0,84.0,1415575.0,15888108.0,Lazada,329.0,Terdaftar,2000,14472533.0,324000000.0,329.0
28829543,UD. Sella Baskara,Jasa,62.0,85.0,3064233.0,4440615.0,Shopee,171.0,Terdaftar,2019,1376382.0,441000000.0,171.0
28829544,UD. Alif Nirwasita,Pendidikan,88.0,91.0,5335655.0,30729008.0,Shopee,653.0,Belum Terdaftar,2003,24399376.0,537000000.0,653.0
28829545,UD. Vera Sejahtera,Jasa,84.0,37.0,2804877.0,30088997.0,Data tidak tersedia,86.0,Belum Terdaftar,2013,27284120.0,363000000.0,86.0
28829546,UD. Teguh Bintang,Perdagangan,58.0,69.0,4489255.6,4101653.0,Tokopedia,486.0,Belum Terdaftar,2007,-738798.0,381000000.0,486.0
28829547,UD. Salwa Kencana,Jasa,30.0,88.0,1553266.0,17352840.0,Shopee,338.0,Belum Terdaftar,2006,15799574.0,354000000.0,338.0
28829548,UD. Carissa Radhitya,Jasa,48.0,61.0,4846395.0,18747667.0,Lazada,78.0,Belum Terdaftar,2019,13901272.0,327000000.0,78.0
28829549,UD. Ucup Cempaka,Kesehatan,93.0,3.0,2628983.0,36264575.0,Bukalapak,917.0,Belum Terdaftar,2016,33635592.0,288000000.0,917.0
28829550,UD. Ghani Prima,Perdagangan,59.0,33.0,5906068.0,15913138.0,Website Sendiri,747.0,Terdaftar,2023,10007070.0,276000000.0,747.0
28829551,UD. Jibril Utama Qayla,Kesehatan,63.0,25.0,6276897.0,21032157.0,Website Sendiri,701.0,Terdaftar,2011,14755260.0,264000000.0,701.0
28829552,UD. Thariq Nirwana Weni,Pendidikan,97.0,53.0,3275121.0,14844275.0,Shopee,785.0,Terdaftar,2016,11569154.0,450000000.0,785.0
28829553,UD. Aldo Wening,Perdagangan,37.0,26.0,5014189.0,5817461.0,Tokopedia,477.0,Belum Terdaftar,2021,803272.0,189000000.0,477.0
28829554,UD. Gerry Maheswara,Jasa,70.0,38.0,2064663.0,2280824.0,Shopee,793.0,Belum Terdaftar,2014,216161.0,324000000.0,793.0
28829555,UD. Obed Cinta,Jasa,90.0,84.0,3951679.0,13032529.0,Bukalapak,481.0,Terdaftar,2002,9080850.0,522000000.0,481.0
28829556,UD. Hanafi Kinarya,Pendidikan,76.0,20.0,4727252.0,14538840.0,Shopee,157.0,Terdaftar,2015,9811588.0,288000000.0,157.0
28829557,UD. Hanafi Satya,Perdagangan,92.0,53.0,4658454.0,4504915.0,Tokopedia,849.0,Belum Terdaftar,2005,-153539.0,435000000.0,849.0
28829558,UD. Mila Lingga,Kesehatan,86.0,55.0,7330639.0,16842983.0,Website Sendiri,294.0,Terdaftar,2013,9512344.0,423000000.0,294.0
28829559,UD. Mika Madya,Jasa,7.0,92.0,2557351.0,1225761.0,Lazada,796.0,Terdaftar,2022,-1331590.0,297000000.0,796.0
28829560,UD. Prita Persada Delia,Jasa,84.0,97.0,4301290.0,33847183.0,Website Sendiri,957.0,Belum Terdaftar,2017,30054380.0,543000000.0,957.0
28829561,UD. Putri Cendana,Perdagangan,12.0,62.0,8746031.0,14518425.0,Tokopedia,947.0,Belum Terdaftar,2018,5772394.0,222000000.0,947.0
28829562,UD. Yaniar Artha,Pendidikan,25.0,90.0,6485761.0,38996630.0,Website Sendiri,226.0,Terdaftar,2004,32510869.0,345000000.0,226.0
28829563,UD. Hasna Hilir,Kesehatan,9.0,41.0,7633470.0,23420976.0,Shopee,558.0,Terdaftar,2000,15787506.0,150000000.0,558.0
28829564,UD. Odie Nirbayu,Pendidikan,92.0,25.0,566656.0,49172457.0,Shopee,588.0,Terdaftar,2014,48605801.0,351000000.0,588.0
28829565,UD. Mega Bintang,Jasa,90.0,68.0,7299353.0,3083544.0,Shopee,136.0,Belum Terdaftar,2018,-4215809.0,474000000.0,136.0
28829566,UD. Pipit Baskara,Pendidikan,55.0,19.0,6955389.0,7912793.0,Shopee,668.0,Belum Terdaftar,2011,957404.0,222000000.0,668.0
28829567,UD. Dora Radhitya,Pendidikan,3.0,71.0,3409199.0,26353756.0,Tokopedia,573.0,Terdaftar,2020,22944557.0,222000000.0,573.0
28829568,UD. Satria Wira,Jasa,30.0,81.0,1636075.0,27782572.0,Bukalapak,584.0,Terdaftar,2004,26146497.0,333000000.0,584.0
28829569,UD. Yessi Nirwasita,Perdagangan,16.0,52.0,1862362.0,36094820.4,Shopee,363.0,Belum Terdaftar,2016,33579169.0,204000000.0,363.0
28829570,UD. Umi Indah,Jasa,7.0,68.0,8978740.0,45763098.0,Website Sendiri,400.0,Belum Terdaftar,2008,36784358.0,225000000.0,400.0
28829571,UD. Taufik Harapan,Pendidikan,51.0,67.0,2178516.0,26961972.0,Tokopedia,576.0,Belum Terdaftar,2000,24783456.0,354000000.0,576.0
28829572,UD. Qisya Resaputra,Jasa,36.0,4.0,2400004.0,3078826.0,Tokopedia,18.0,Belum Terdaftar,2016,678822.0,120000000.0,18.0
28829573,UD. Baim Prana Tania,Perdagangan,19.0,15.0,5142638.0,6520329.0,Lazada,529.0,Data tidak tersedia,2019,1377691.0,102000000.0,529.0
28829574,UD. Fanny Jayengprana,Kesehatan,46.0,8.0,7551957.0,42649835.0,Shopee,220.0,Belum Terdaftar,2020,35097878.0,162000000.0,220.0
28829575,UD. Rafif Mayang,Pendidikan,73.0,24.0,2122576.0,9587681.0,Website Sendiri,110.0,Terdaftar,2003,7465105.0,291000000.0,110.0
28829576,UD. Qamar Madani,Pendidikan,50.0,56.0,3419695.0,35076792.0,Bukalapak,465.0,Terdaftar,2024,31657097.0,318000000.0,465.0
28829577,UD. Olla Buana,Kesehatan,57.0,37.0,631179.0,1841739.0,Bukalapak,458.0,Belum Terdaftar,2001,1210560.0,282000000.0,56.0
28829578,UD. Wito Wangi,Jasa,43.0,7.0,2812215.0,17138588.0,Website Sendiri,289.0,Terdaftar,2006,14326373.0,150000000.0,289.0
28829579,UD. Desi Haji,Kesehatan,97.0,64.0,4595804.0,23553126.0,Tokopedia,331.0,Terdaftar,2001,18957322.0,483000000.0,331.0
28829580,UD. Teguh Satriya Gusti,Jasa,10.0,30.0,4058151.0,38203090.0,Website Sendiri,38.0,Terdaftar,2012,34144939.0,120000000.0,38.0
28829581,UD. Marwan Prima,Pendidikan,11.0,32.0,3696651.0,18262226.0,Lazada,405.0,Belum Terdaftar,2004,14565575.0,129000000.0,405.0
28829582,UD. Kiki Jayabaya,Jasa,9.0,54.0,7477052.0,38355548.0,Tokopedia,58.0,Belum Terdaftar,2003,30878496.0,189000000.0,58.0
28829583,UD. Gusti Praja,Jasa,76.0,68.0,1616274.0,48608300.0,Lazada,633.0,Belum Terdaftar,2015,46992026.0,432000000.0,633.0
28829584,UD. Haidar Kusumasari Jay,Kesehatan,53.0,81.0,8529111.0,26154916.0,Bukalapak,718.0,Terdaftar,2002,17625805.0,402000000.0,718.0
28829585,UD. Yana Anggara,Kesehatan,33.0,35.0,3496081.0,42331567.0,Shopee,330.0,Belum Terdaftar,2024,38835486.0,204000000.0,330.0
28829586,UD. Cici Dharma,Jasa,29.0,83.0,9022347.0,48088370.0,Lazada,86.0,Belum Terdaftar,2016,39066023.0,336000000.0,86.0
28829587,UD. Berlian Jayawarsa,Kesehatan,14.0,23.0,5130088.0,13903649.0,Website Sendiri,112.0,Terdaftar,2023,8773561.0,111000000.0,112.0
28829588,UD. Uti Tejakencana Nando,Perdagangan,7.0,60.0,7344053.0,29188381.0,Shopee,17.0,Belum Terdaftar,2011,21844328.0,201000000.0,17.0
28829589,UD. Qamar Asa,Pendidikan,99.0,82.0,8983593.0,45367379.0,Bukalapak,644.0,Terdaftar,Data tidak tersedia,36383786.0,543000000.0,644.0
28829590,UD. Halimah Kusen,Kesehatan,39.0,27.0,6821555.0,1405432.0,Website Sendiri,831.0,Belum Terdaftar,2000,-5416123.0,198000000.0,831.0
28829591,UD. Gilang Putra,Perdagangan,21.0,59.0,9492346.0,34310472.0,Lazada,796.0,Terdaftar,2008,24818126.0,240000000.0,796.0
28829592,UD. Kinan Ceria,Perdagangan,4.0,93.0,6640916.0,48546358.0,Website Sendiri,759.0,Belum Terdaftar,2002,41905442.0,291000000.0,759.0
28829593,UD. Qamar Tejakusuma,Jasa,95.0,78.0,1895813.0,24655579.0,Shopee,933.0,Belum Terdaftar,2005,22759766.0,519000000.0,933.0
28829594,UD. Delia Rejo,Pendidikan,19.0,72.0,3412521.0,21126241.0,Website Sendiri,531.0,Belum Terdaftar,2007,17713720.0,273000000.0,531.0
28829595,UD. Sari Permai,Perdagangan,86.0,38.0,2199922.0,25232212.0,Lazada,698.0,Terdaftar,2012,23032290.0,372000000.0,698.0
28829596,UD. Dora Bangun,Perdagangan,48.0,30.0,3970248.0,18950034.0,Tokopedia,827.0,Terdaftar,2003,14979786.0,234000000.0,827.0
28829597,UD. Maudy Sejahtera Salsa,Kesehatan,51.0,0.0,1812173.6,5868432.0,Bukalapak,875.0,Belum Terdaftar,2008,4385683.0,153000000.0,875.0
28829598,UD. Rafi Trisakti,Pendidikan,65.0,12.0,2367047.0,46679031.0,Bukalapak,595.0,Terdaftar,2004,44311984.0,231000000.0,595.0
28829599,UD. Vera Berkarya,Pendidikan,18.0,99.0,4823275.0,29454228.0,Shopee,539.0,unknown,2011,24630953.0,351000000.0,539.0
28829600,UD. Yaniar Jayabaya,Jasa,89.0,65.0,824868.0,39234901.0,Website Sendiri,19.0,Belum Terdaftar,2010,38410033.0,462000000.0,19.0
28829601,UD. Kanza Nusa,Jasa,99.0,41.0,1865698.0,14571155.0,Website Sendiri,990.0,Belum Terdaftar,2013,12705457.0,420000000.0,990.0
28829602,UD. Obed Senopati,Pendidikan,13.0,36.0,2364855.0,21681691.0,Lazada,587.0,Belum Terdaftar,2011,19316836.0,147000000.0,587.0
28829603,UD. Utami Gandewa,Perdagangan,6.0,56.0,1719929.0,23502590.0,Bukalapak,18.0,Terdaftar,2019,21782661.0,186000000.0,18.0
28829604,UD. Dina Cinta Yasir,Perdagangan,56.0,34.0,2216894.0,21423583.0,Bukalapak,648.0,Belum Terdaftar,2004,19206689.0,270000000.0,648.0
28829605,UD. Ulil Anindita,Jasa,79.0,36.0,5168910.0,31621996.0,Shopee,761.0,Belum Terdaftar,2024,26453086.0,345000000.0,761.0
,UD. Riyan Tejakusuma,Pendidikan,9.0,74.0,976986.0,18646930.0,Bukalapak,559.0,Terdaftar,2012,17669944.0,249000000.0,559.0
28829607,UD. Yusuf Langit,Pendidikan,21.0,81.0,5088661.0,16950555.0,Lazada,656.0,Terdaftar,2022,11861894.0,306000000.0,656.0
28829608,UD. Citra Tirtayasa,Pendidikan,89.0,19.0,2601182.0,26463254.0,Lazada,780.0,Terdaftar,2009,23862072.0,324000000.0,780.0
28829609,UD. Owen Ceria,Jasa,4.0,65.0,2866837.0,22615057.0,Bukalapak,675.0,Belum Terdaftar,2012,19748220.0,207000000.0,675.0
28829610,UD. Novi Tengah,Pendidikan,75.0,87.0,8130660.0,12235629.0,Data tidak tersedia,400.0,Belum Terdaftar,2004,4104969.0,486000000.0,400.0
28829611,UD. Yasir Wijaya,Pendidikan,62.4,79.0,6611998.0,31120574.0,Lazada,125.0,Belum Terdaftar,2016,24508576.0,498000000.0,125.0
28829612,UD. Dito Malam,Pendidikan,23.0,22.0,6585536.0,41374756.0,Shopee,49.0,Terdaftar,2023,34789220.0,135000000.0,49.0
28829613,UD. Qanita Harmoni,Pendidikan,14.0,54.0,2076361.0,46527913.0,Website Sendiri,610.0,Belum Terdaftar,2005,44451552.0,204000000.0,610.0
28829614,UD. Qisya Baru,Perdagangan,87.0,56.0,8223515.0,35030243.0,Bukalapak,366.0,Terdaftar,2009,26806728.0,429000000.0,366.0
28829615,UD. Wira Bratadikara,Kesehatan,87.0,49.0,7399136.0,36365227.0,Website Sendiri,620.0,Terdaftar,2008,28966091.0,243600000.0,620.0
28829616,UD. Ulil Padi,Kesehatan,25.0,37.0,5373328.0,36240637.0,Website Sendiri,695.0,Terdaftar,2013,30867309.0,186000000.0,695.0
28829617,UD. Vita Jayawarsa,Pendidikan,54.0,46.0,9308288.0,9090706.0,Bukalapak,804.0,Belum Terdaftar,2024,-217582.0,300000000.0,804.0
28829618,UD. Ziva Wijapranata,Jasa,97.0,92.0,1972510.0,8741145.0,Website Sendiri,748.0,Terdaftar,2022,6768635.0,567000000.0,748.0
28829619,UD. Anis Abdi Jihan,Jasa,17.0,29.0,8204873.0,49730979.0,Bukalapak,127.0,Terdaftar,2001,41526106.0,138000000.0,127.0
28829620,UD. Ujang Tejakusuma,Kesehatan,42.0,67.0,1036955.0,31771562.0,Shopee,404.4,Terdaftar,2015,30734607.0,327000000.0,80.0
28829621,UD. Okta Dewangga,Jasa,5.0,92.0,2137986.0,11674822.0,Website Sendiri,687.0,Belum Terdaftar,2019,9536836.0,291000000.0,687.0
28829622,UD. Wulan Sari,Pendidikan,44.0,42.0,7807430.0,6892438.0,Website Sendiri,669.0,Terdaftar,2024,-914992.0,258000000.0,669.0
28829623,UD. Yaniar Kusumasari,Perdagangan,24.0,26.0,2399817.0,17969348.0,Lazada,736.0,Terdaftar,2014,15569531.0,150000000.0,736.0
28829624,UD. Mira Bijaksana,Perdagangan,80.0,96.0,5469155.0,31013812.0,Website Sendiri,891.0,Belum Terdaftar,2002,25544657.0,528000000.0,891.0
28829625,UD. Prananda Prabawa,Pendidikan,15.0,81.0,879064.0,39938595.0,Tokopedia,486.0,Terdaftar,2023,39059531.0,288000000.0,486.0
28829626,UD. Nando Jatinagara,Pendidikan,54.0,63.0,2917057.0,11361678.0,Website Sendiri,958.0,Belum Terdaftar,2000,8444621.0,351000000.0,958.0
28829627,UD. Mika Mayang,Jasa,55.0,5.0,6040616.0,13040666.0,Website Sendiri,447.0,Belum Terdaftar,2014,7000050.0,180000000.0,447.0
28829628,UD. Elok Mulyo Tomi,Perdagangan,28.0,95.0,5038018.0,43493008.0,Lazada,863.0,Belum Terdaftar,2023,38454990.0,369000000.0,670.6
28829629,UD. Zulkarnaen Baskara,Jasa,63.0,30.0,2859206.0,2290579.0,Tokopedia,158.0,Belum Terdaftar,2010,-568627.0,279000000.0,158.0
28829630,UD. Joko Nirbayu,Pendidikan,0.0,75.0,5133516.0,17932463.0,Shopee,243.0,Belum Terdaftar,2022,12798947.0,225000000.0,243.0
28829631,UD. Citra Makmur,Perdagangan,44.0,86.0,2420236.0,16940730.0,Bukalapak,78.0,Terdaftar,2018,14520494.0,390000000.0,78.0
28829632,UD. Tama Cempaka,Pendidikan,83.0,28.0,3995922.0,10681341.0,Website Sendiri,177.0,Terdaftar,2001,6685419.0,333000000.0,177.0
28829633,UD. Zain Jati,Perdagangan,25.0,2.0,3767163.0,9270747.0,Shopee,446.0,Belum Terdaftar,2019,5503584.0,81000000.0,446.0
28829634,UD. Zidan Jayengpati,Kesehatan,84.0,96.0,3262154.0,39357884.0,Shopee,440.0,Belum Terdaftar,2000,36095730.0,540000000.0,440.0
28829635,UD. Willy Madya Ciko,Perdagangan,49.0,91.0,8761723.0,23931577.0,Bukalapak,249.0,Terdaftar,2015,15169854.0,420000000.0,249.0
28829636,UD. Nadia Persada,Jasa,26.0,81.0,7087337.0,6922431.0,Bukalapak,756.0,Belum Terdaftar,2008,-164906.0,321000000.0,756.0
28829637,UD. Khalid Pramudita,Perdagangan,99.0,85.0,3320626.0,8278925.0,Shopee,575.0,Terdaftar,2023,4958299.0,552000000.0,575.0
28829638,UD. Aqila Widhi,Perdagangan,34.0,19.0,2783327.0,29943342.0,Tokopedia,979.0,Terdaftar,2012,27160015.0,159000000.0,979.0
28829639,UD. Via Anggrek,Pendidikan,79.0,79.0,5202995.0,12880521.0,Lazada,42.0,Terdaftar,2023,7677526.0,474000000.0,42.0
28829640,UD. Syana Adikara Bella,Perdagangan,28.0,57.0,7587099.0,32628737.0,Shopee,714.0,Terdaftar,2023,25041638.0,255000000.0,714.0
28829641,UD. Marsya Prima,Jasa,6.0,56.0,7830618.0,31909736.0,Bukalapak,506.0,Belum Terdaftar,2024,24079118.0,186000000.0,506.0
28829642,UD. Tari Mega,Perdagangan,61.0,70.0,8855183.0,17322645.0,Lazada,877.0,Terdaftar,2002,8467462.0,393000000.0,877.0
28829643,UD. Suci Sehat,Jasa,70.0,3.0,2532876.0,43554177.0,Bukalapak,857.0,Terdaftar,2006,41021301.0,219000000.0,857.0
28829644,UD. Ony Tejakencana,Jasa,33.0,41.0,6665864.0,8391731.0,Shopee,220.0,Terdaftar,2016,1725867.0,222000000.0,220.0
28829645,UD. Qila Sejahtera,Jasa,47.0,33.0,3301463.0,11512296.0,Lazada,78.0,Terdaftar,2012,7769151.0,240000000.0,78.0
28829646,UD. Panji Rejo,Perdagangan,4.0,99.0,4533589.0,16304826.0,Bukalapak,672.0,Terdaftar,2016,11771237.0,309000000.0,672.0
28829647,UD. Bayu Sidarta,Kesehatan,7.0,17.0,6392889.0,33633470.0,Bukalapak,63.0,Terdaftar,2007,27240581.0,72000000.0,63.0
28829648,UD. Opik Satria Nadia,Jasa,71.0,96.0,6814172.0,30994923.0,Tokopedia,780.0,Terdaftar,2006,24180751.0,501000000.0,780.0
28829649,UD. Amir Nirmala,Perdagangan,42.0,64.0,3169481.0,40652893.0,Bukalapak,951.0,Terdaftar,2024,37483412.0,318000000.0,951.0
28829650,UD. Juni Sakti,Perdagangan,92.0,24.0,6768886.0,30454784.8,Website Sendiri,827.0,Terdaftar,2013,27478255.0,348000000.0,827.0
28829651,UD. Qisya Asa,Pendidikan,51.0,44.0,4619209.0,48190182.0,Shopee,283.0,Terdaftar,2021,43570973.0,285000000.0,283.0
28829652,UD. Damar Ranggalawe,Jasa,73.0,13.0,5896744.2,13035837.0,Website Sendiri,780.0,Terdaftar,2008,6819651.0,258000000.0,780.0
28829653,UD. Rafa Saputranegara,Jasa,22.0,10.0,785391.0,28439534.0,Shopee,371.0,Belum Terdaftar,2007,27654143.0,30000000.0,371.0
28829654,UD. Wenny Kinarya,Pendidikan,37.0,51.0,3487263.0,15479397.0,Tokopedia,124.0,Belum Terdaftar,2000,11992134.0,264000000.0,124.0
28829655,UD. Daffa Putra,Jasa,91.0,7.0,2477144.0,43410574.0,Shopee,268.0,Belum Terdaftar,2023,41245600.0,294000000.0,268.0
28829656,UD. Pandu Mega,Perdagangan,6.0,59.0,2238187.0,21122564.0,Tokopedia,663.0,Belum Terdaftar,2010,18884377.0,195000000.0,663.0
28829657,UD. Raka Agung,Kesehatan,80.0,41.0,933007.0,35138865.0,Lazada,145.0,Terdaftar,2015,34205858.0,363000000.0,145.0
28829658,UD. Kevin Lingga,Pendidikan,55.0,15.0,8164390.0,7928485.0,Website Sendiri,809.0,Belum Terdaftar,2014,-235905.0,210000000.0,809.0
28829659,UD. Damar Sakti,unknown,45.0,38.0,3179795.0,17543586.0,Website Sendiri,871.0,Belum Terdaftar,2020,14363791.0,249000000.0,871.0
28829660,UD. Hanaura Jayengpati,Perdagangan,23.0,94.0,1562076.0,4008162.0,Tokopedia,28.0,Belum Terdaftar,2008,2446086.0,351000000.0,28.0
28829661,UD. Anis Radhitya,Pendidikan,34.0,41.0,2309430.0,44981264.0,Website Sendiri,783.0,Belum Terdaftar,2008,42671834.0,225000000.0,783.0
28829662,UD. Tomi Prawira Vina,Pendidikan,72.0,17.0,1090120.0,44570772.0,Website Sendiri,850.0,Terdaftar,2011,43480652.0,267000000.0,850.0
28829663,UD. Qila Jatinagara,Kesehatan,41.0,6.0,9993504.0,24160429.0,Tokopedia,569.0,Belum Terdaftar,2016,14166925.0,141000000.0,569.0
28829664,UD. Olla Kamajaya,Kesehatan,66.0,3.0,6329956.0,18946041.0,Tokopedia,231.0,Belum Terdaftar,2018,12616085.0,207000000.0,231.0
28829665,UD. Wito Indah Niken,Kesehatan,43.0,95.0,8899366.0,43187501.0,Bukalapak,193.0,Belum Terdaftar,2002,34288135.0,414000000.0,193.0
28829666,UD. Livia Mega,Kesehatan,3.0,94.0,1095066.0,17288803.0,Website Sendiri,335.0,Belum Terdaftar,2002,16193737.0,291000000.0,335.0
28829667,UD. Guntur Galang,Perdagangan,95.0,73.0,4797147.0,11964872.0,Website Sendiri,326.0,Belum Terdaftar,2009,7167725.0,504000000.0,326.0
28829668,UD. Dito Wisnu,Perdagangan,76.0,29.0,4853559.0,20336557.0,Lazada,185.0,Belum Terdaftar,2021,15482998.0,315000000.0,185.0
28829669,UD. Pipit Panuluh,Jasa,23.0,49.0,7665166.0,16057208.0,Website Sendiri,40.0,Belum Terdaftar,2007,8392042.0,216000000.0,40.0
28829670,UD. Tasya Resaputra,Jasa,70.0,98.0,1525030.0,35571113.0,Tokopedia,179.0,Belum Terdaftar,2018,34046083.0,504000000.0,179.0
28829671,UD. Putra Galuh,Jasa,18.0,44.0,7066325.0,32890381.0,Shopee,222.0,Terdaftar,2018,25824056.0,186000000.0,222.0
28829672,UD. Riko Elok,Kesehatan,90.0,30.0,9846519.0,8731795.0,Bukalapak,561.0,Belum Terdaftar,2021,-1114724.0,360000000.0,561.0
28829673,UD. Jihan Sidarta,Pendidikan,49.0,94.0,9324545.0,28566169.0,Tokopedia,448.0,Belum Terdaftar,2013,19241624.0,429000000.0,448.0
28829674,UD. Ghani Taruna,Perdagangan,90.0,45.0,1424263.0,24759154.0,Data tidak tersedia,344.0,Belum Terdaftar,2022,23334891.0,405000000.0,344.0
28829675,UD. Fatiah Sumirat Desta,Kesehatan,17.0,53.0,5051518.0,6003174.0,Website Sendiri,756.0,Belum Terdaftar,2006,951656.0,210000000.0,756.0
28829676,UD. Tomi Atma,Kesehatan,93.0,45.0,8176518.0,13591209.0,Tokopedia,286.0,Terdaftar,2007,5364485.6,414000000.0,286.0
28829677,UD. Galih Utama,Kesehatan,27.0,96.0,3070070.0,34611443.0,Website Sendiri,308.0,Belum Terdaftar,2004,31541373.0,369000000.0,308.0
28829678,UD. Niken Makmur Fani,Kesehatan,28.0,4.0,8125666.0,16943882.0,Lazada,471.0,Belum Terdaftar,2005,8818216.0,96000000.0,471.0
28829679,UD. Ilham Cahaya,Pendidikan,72.0,9.0,8098182.0,49230726.0,Lazada,323.0,Belum Terdaftar,2021,41132544.0,243000000.0,323.0
28829680,UD. Vidi Utama,Kesehatan,84.0,22.0,3474905.0,8099702.0,Bukalapak,175.0,Belum Terdaftar,2024,4624797.0,318000000.0,175.0
,UD. Iqbal Permai,Perdagangan,44.0,6.0,7991481.0,17270955.0,Shopee,137.0,Belum Terdaftar,2008,9279474.0,150000000.0,137.0
28829682,UD. Bulan Sulaksana,Perdagangan,6.0,57.0,3047272.0,11540062.0,Tokopedia,981.0,Terdaftar,2002,8492790.0,189000000.0,981.0
28829683,UD. Tomi Mandala,Pendidikan,44.0,46.0,623565.0,2298481.0,Bukalapak,646.0,Belum Terdaftar,2020,1674916.0,270000000.0,646.0
28829684,UD. Pandu Darussalam,Perdagangan,88.0,91.0,6334324.0,11184790.0,Website Sendiri,536.0,Terdaftar,2022,4850466.0,537000000.0,536.0
28829685,UD. Fajar Jayaningrat Bayu,Pendidikan,25.0,20.0,5771465.0,43284686.0,Tokopedia,710.0,Terdaftar,2011,37513221.0,135000000.0,710.0
28829686,UD. Clarissa Setia,Jasa,69.0,30.0,5914169.0,10092160.0,Tokopedia,46.0,Terdaftar,2016,4177991.0,297000000.0,46.0
28829687,UD. Chiko Paseban,Jasa,48.0,26.0,5161142.0,9057582.0,Website Sendiri,788.0,Terdaftar,2013,3896440.0,222000000.0,788.0
28829688,UD. Hanaura Sehat,Perdagangan,83.0,28.0,5893800.0,27657545.0,Bukalapak,103.0,Terdaftar,2014,21763745.0,286200000.0,103.0
28829689,UD. Oki Wijaksana,Perdagangan,17.0,9.0,3748775.0,1249768.0,Bukalapak,898.0,unknown,2018,-2499007.0,78000000.0,898.0
28829690,UD. Qisha Agastya,Perdagangan,83.0,71.0,4128011.0,20147351.0,Lazada,639.0,Belum Terdaftar,2022,16019340.0,462000000.0,639.0
28829691,UD. Ovan Jayawarsa Putra,Kesehatan,39.0,8.0,2672653.0,10910606.0,Tokopedia,108.0,Terdaftar,2018,8237953.0,141000000.0,108.0
28829692,UD. Qory Asri,Jasa,17.0,10.0,2015575.0,15344048.0,Bukalapak,172.0,Terdaftar,2021,13328473.0,81000000.0,172.0
28829693,UD. Satria Wiratama,Jasa,46.0,21.0,8153742.6,22384367.0,Tokopedia,691.0,Belum Terdaftar,2023,12968935.0,201000000.0,691.0
28829694,UD. Raka Segar,Perdagangan,0.0,89.0,9763715.0,23661780.0,Lazada,51.0,Terdaftar,2007,13898065.0,267000000.0,51.0
28829695,UD. Karla Saprahan,Jasa,32.0,49.0,721170.0,14451733.0,Shopee,61.0,Belum Terdaftar,2023,13730563.0,243000000.0,61.0
28829696,UD. Syifa Madya,Perdagangan,38.0,39.0,3613106.0,23713367.0,Shopee,622.0,Terdaftar,2016,20100261.0,231000000.0,622.0
28829697,UD. Andi Praja,Perdagangan,22.0,65.0,7149237.0,7558665.0,Lazada,549.0,Terdaftar,2010,409428.0,261000000.0,549.0
28829698,UD. Jihan Wetan,Kesehatan,13.0,62.0,897506.0,33679574.0,Tokopedia,242.0,Terdaftar,2018,32782068.0,225000000.0,242.0
28829699,UD. Daffa Padi,Perdagangan,91.0,18.0,8119017.0,43981327.0,Bukalapak,403.0,Terdaftar,2004,35862310.0,327000000.0,403.0
28829700,UD. Ujang Kamajaya,Pendidikan,84.0,15.0,5282900.0,43674976.0,Bukalapak,212.0,Terdaftar,2021,38392076.0,297000000.0,212.0
28829701,UD. Odie Wisnu Zainab,Perdagangan,43.0,3.0,4723404.0,49404515.0,Website Sendiri,11.0,Belum Terdaftar,2002,44681111.0,138000000.0,11.0
28829702,UD. Livia Panembahan,Perdagangan,36.0,48.0,8700386.0,3836711.0,Bukalapak,395.0,Terdaftar,2022,-4863675.0,252000000.0,395.0
28829703,UD. Carissa Pancasila,Perdagangan,70.0,37.0,7490907.0,20107417.0,Tokopedia,503.0,Terdaftar,2005,12761343.0,321000000.0,503.0
28829704,UD. Gerry Kusen,Perdagangan,75.0,6.0,4932166.0,6571905.0,Tokopedia,90.0,Belum Terdaftar,2010,1639739.0,243000000.0,90.0
28829705,UD. Erni Sentosa,Kesehatan,36.0,54.0,6164164.0,5549857.0,Lazada,712.0,unknown,2021,-614307.0,270000000.0,712.0
28829706,UD. Yasir Kalbu,Jasa,27.0,13.0,9054545.0,4383070.0,Website Sendiri,497.0,Terdaftar,2001,-4671475.0,120000000.0,497.0
28829707,UD. Alya Suryaatmaja,Kesehatan,6.0,75.0,9412667.0,11459495.0,Bukalapak,634.0,Terdaftar,2012,2046828.0,243000000.0,634.0
28829708,UD. Prananda Tirtaatmaja,Perdagangan,51.0,84.0,3522093.0,39226859.0,Tokopedia,470.0,Terdaftar,2021,35704766.0,405000000.0,470.0
28829709,UD. Gadis Wijaya,Perdagangan,41.8,33.0,7361619.0,27684606.0,Tokopedia,943.0,Belum Terdaftar,2009,20322987.0,147000000.0,943.0
